pulse,3533,3534,3551,3533,3542,3534,3533,3541,3540,3560
space,1684,1683,1683,1685,1681,1680,1686,1681,1683,1684
pulse,492,493,494,493,493,496,494,492,494,491
space,377,376,377,376,376,374,375,375,376,374
pulse,493,493,494,495,494,496,494,493,494,494
space,1249,1248,1247,1248,1250,1247,1249,1249,1248,1249
pulse,498,494,494,493,493,494,494,493,495,494
space,372,376,376,377,374,352,377,375,376,376
pulse,493,493,494,493,493,517,498,494,495,494
space,377,375,376,377,377,376,348,376,351,375
pulse,493,495,495,493,494,494,516,494,518,495
space,377,352,375,377,375,375,375,377,376,374
pulse,493,517,495,493,495,493,494,494,494,493
space,376,376,353,377,378,376,377,374,380,382
pulse,493,493,516,493,492,494,494,492,490,489
space,377,374,350,377,377,375,375,377,375,376
pulse,493,495,519,493,494,494,494,494,494,493
space,376,375,376,376,375,376,376,377,375,376
pulse,492,493,498,492,494,494,495,494,494,494
space,377,376,369,376,377,375,376,375,376,374
pulse,494,499,496,492,494,494,494,494,494,495
space,376,372,375,377,375,377,376,375,375,376
pulse,494,494,493,494,494,493,492,494,494,494
space,376,375,375,376,376,375,374,376,375,352
pulse,493,494,494,494,493,495,498,495,494,517
space,376,375,376,383,377,380,373,374,376,377
pulse,493,494,494,486,493,489,494,495,494,493
space,377,375,376,375,376,375,376,377,375,374
pulse,494,494,493,494,494,494,494,494,494,494
space,1251,1250,1248,1250,1248,1249,1254,1250,1248,1249
pulse,489,494,494,493,495,494,489,494,494,494
space,375,376,377,377,378,377,375,377,375,376
pulse,493,494,494,493,493,494,494,502,494,493
space,377,375,376,377,376,374,375,371,376,376
pulse,492,493,494,493,501,493,493,492,497,500
space,378,376,374,376,373,375,377,376,378,375
pulse,494,494,494,493,492,495,494,492,492,490
space,376,375,376,378,376,376,375,354,376,376
pulse,493,494,494,493,494,495,494,521,495,492
space,377,377,387,375,374,375,376,367,375,376
pulse,492,494,492,495,499,494,493,493,493,497
space,377,382,374,377,367,376,376,377,379,368
pulse,494,495,492,493,493,493,495,494,486,493
space,376,371,373,378,376,375,373,375,353,375
pulse,494,493,494,494,494,494,494,494,517,493
space,1249,1249,1255,1255,1249,1258,1250,1248,1249,1249
pulse,494,496,485,488,493,489,493,494,494,494
space,1258,1242,1247,1249,1250,1247,1249,1250,1249,1249
pulse,489,493,494,492,499,493,504,493,494,494
space,1248,1249,1248,1256,1245,1253,1246,1255,1249,1249
pulse,493,494,494,485,502,486,491,487,495,494
space,376,376,375,375,367,375,377,376,380,385
pulse,493,494,494,492,492,493,493,493,491,485
space,381,375,376,377,376,376,376,375,374,375
pulse,484,494,493,492,494,494,500,493,493,494
space,1250,1250,1258,1249,1249,1248,1241,1249,1248,1249
pulse,493,502,489,494,493,495,495,493,495,494
space,375,369,372,377,376,352,349,377,376,375
pulse,493,493,493,492,493,516,516,494,494,494
space,381,375,376,376,377,376,376,380,381,375
pulse,490,493,493,493,493,494,493,491,491,493
space,376,375,376,386,377,382,377,375,374,375
pulse,493,495,494,485,492,489,494,493,494,493
space,376,376,376,376,376,376,375,375,375,381
pulse,494,494,494,492,493,493,494,495,494,490
space,386,376,377,377,376,376,376,376,375,375
pulse,484,495,494,493,494,493,493,493,494,493
space,375,376,376,376,376,377,364,377,376,376
pulse,493,494,494,492,493,492,508,494,494,493
space,375,377,375,377,377,376,376,385,353,376
pulse,493,494,494,493,493,493,493,487,516,494
space,377,376,376,377,382,376,376,373,376,376
pulse,493,494,494,493,489,493,493,493,502,499
space,377,377,375,377,376,377,375,376,369,372
pulse,493,494,495,492,493,493,495,494,494,492
space,375,375,376,377,378,376,377,376,375,375
pulse,493,494,494,492,492,493,493,494,494,494
space,376,376,382,376,376,377,376,376,375,376
pulse,492,494,489,492,493,493,493,494,493,494
space,377,383,375,377,356,377,376,377,376,376
pulse,494,487,494,492,515,493,493,493,494,494
space,377,376,376,377,375,378,376,376,353,376
pulse,493,494,495,492,495,494,493,494,517,493
space,376,376,352,377,376,375,376,376,375,375
pulse,494,494,517,497,494,501,495,493,494,494
space,376,376,375,373,354,370,374,376,376,375
pulse,493,494,494,492,515,493,492,493,494,494
space,376,375,376,377,376,377,379,376,375,376
pulse,498,495,494,492,493,493,494,494,495,494
space,374,376,376,377,377,378,376,351,376,377
pulse,492,494,494,493,493,492,499,517,494,494
space,377,376,376,377,374,375,372,376,375,376
pulse,493,494,495,492,495,494,494,497,494,493
space,376,375,376,378,377,376,376,379,375,376
pulse,493,494,494,494,495,494,494,492,494,495
space,377,376,376,376,380,377,376,374,382,381
pulse,493,494,495,493,492,494,493,493,497,493
space,376,376,377,377,374,376,377,377,374,375
pulse,494,495,493,492,494,494,494,494,493,493
space,376,376,376,378,376,376,352,375,376,375
pulse,494,494,499,492,494,493,517,493,494,494
space,376,376,377,377,375,377,377,375,375,376
pulse,493,502,491,492,493,493,494,493,494,495
space,376,372,377,377,376,377,376,379,375,374
pulse,493,492,493,493,493,494,494,487,494,493
space,376,377,374,376,379,377,377,376,377,376
pulse,492,493,495,494,486,493,494,493,497,496
space,377,374,375,384,376,381,375,376,368,345
pulse,493,494,495,491,493,494,494,494,493,517
space,376,375,350,375,377,375,377,376,377,376
pulse,494,496,518,491,494,494,493,493,494,494
space,382,372,375,377,381,378,377,376,376,376
pulse,495,498,489,493,489,490,493,494,494,494
space,373,370,375,378,376,375,381,376,376,376
pulse,493,493,493,491,494,493,496,493,494,494
space,377,375,375,377,376,376,373,385,377,376
pulse,493,493,494,493,493,494,493,486,493,493
space,1248,1249,1249,1252,1255,1252,1251,1249,1259,1257
pulse,492,494,498,485,488,485,491,493,484,486
space,1253,1255,1251,1249,1249,1248,1251,1251,1248,1248
pulse,486,499,489,492,493,494,494,494,494,494
space,374,366,376,377,377,376,369,376,375,377
pulse,497,492,494,492,493,493,492,498,499,494
space,373,375,374,377,378,376,376,371,373,374
pulse,493,494,494,493,493,494,493,494,493,499
space,376,375,376,417,377,352,378,377,376,379
pulse,493,494,494,458,493,525,493,493,494,488
space,376,376,376,373,377,367,376,377,375,374
pulse,494,493,494,491,493,494,493,494,494,493
space,376,376,376,377,377,376,377,376,376,376
pulse,498,496,493,493,493,493,493,494,495,494
space,9979,9980,9984,9987,9985,9981,9989,9984,9985,9984
pulse,3543,3548,3544,3542,3552,3548,3544,3554,3551,3551
space,1686,1686,1693,1686,1684,1686,1683,1688,1685,1682
pulse,493,500,491,493,489,493,493,485,496,498
space,376,376,375,378,373,376,376,375,369,367
pulse,494,491,494,493,492,494,494,493,493,493
space,1250,1248,1253,1254,1250,1249,1250,1248,1249,1249
pulse,494,497,487,494,491,500,493,494,493,494
space,376,370,376,377,379,375,377,376,374,376
pulse,493,492,493,492,493,494,493,492,494,494
space,376,374,376,376,376,374,378,378,376,375
pulse,500,496,493,491,493,495,493,493,493,493
space,373,376,376,381,376,376,377,376,376,377
pulse,492,494,493,486,493,487,501,493,494,494
space,377,377,376,377,375,375,374,377,376,376
pulse,493,494,494,491,495,494,491,502,496,494
space,382,376,376,376,377,377,378,369,374,375
pulse,486,494,493,491,504,494,493,492,493,503
space,376,375,375,378,368,375,379,376,386,368
pulse,493,494,496,493,493,493,486,493,485,493
space,376,376,374,377,375,377,375,377,375,376
pulse,493,494,493,493,493,493,493,494,495,494
space,376,377,377,377,377,352,376,377,352,375
pulse,494,494,502,492,494,518,495,493,517,494
space,377,384,367,377,376,376,374,376,375,375
pulse,494,486,492,493,495,493,493,493,495,494
space,374,375,377,377,374,375,378,377,376,376
pulse,493,493,493,492,493,496,493,494,493,494
space,376,375,374,378,376,350,377,376,376,376
pulse,494,494,496,501,493,528,493,493,494,494
space,1249,1248,1249,1242,1250,1240,1250,1249,1250,1248
pulse,493,493,493,492,492,494,494,493,493,493
space,385,376,376,378,375,376,375,377,377,376
pulse,485,493,493,495,495,494,501,493,493,493
space,376,376,375,374,376,376,373,375,376,376
pulse,494,495,494,492,493,495,488,494,494,493
space,376,375,375,378,376,375,376,381,376,375
pulse,494,494,493,492,493,493,492,490,493,493
space,376,377,375,377,380,376,377,376,376,380
pulse,494,494,494,493,489,494,493,492,497,491
space,377,376,376,379,376,375,377,352,372,375
pulse,493,494,493,492,498,492,493,517,493,495
space,377,376,376,376,373,376,377,377,377,376
pulse,493,494,494,492,493,501,493,493,494,494
space,377,376,381,382,376,370,377,375,377,376
pulse,493,498,490,487,493,492,493,496,493,494
space,1248,1245,1248,1249,1249,1248,1250,1249,1249,1249
pulse,494,494,493,492,493,494,493,493,494,494
space,1251,1248,1248,1256,1250,1255,1249,1250,1250,1249
pulse,492,494,498,487,493,488,493,493,494,494
space,1252,1249,1246,1250,1249,1248,1261,1249,1248,1249
pulse,490,499,492,491,494,494,483,493,494,494
space,374,370,376,376,353,376,376,376,377,375
pulse,499,493,493,492,516,494,492,500,492,493
space,372,377,377,379,376,376,377,374,384,378
pulse,493,493,493,493,500,493,493,491,512,497
space,1249,1250,1248,1249,1248,1248,1249,1252,1233,1251
pulse,493,493,494,491,492,494,494,491,490,490
space,377,376,376,378,375,353,377,375,374,375
pulse,493,493,501,492,493,517,493,493,494,494
space,377,379,372,378,374,377,377,381,377,375
pulse,493,497,493,492,494,493,493,484,494,495
space,377,376,376,378,379,377,378,376,375,374
pulse,493,493,494,492,486,493,493,492,497,497
space,377,374,351,377,377,377,377,376,369,370
pulse,493,493,517,499,493,497,492,493,493,493
space,376,375,376,377,376,379,376,377,377,375
pulse,493,494,491,492,494,491,493,493,491,494
space,377,376,383,375,374,376,378,376,376,376
pulse,493,493,485,492,494,492,492,493,510,493
space,383,379,374,376,376,376,377,375,365,376
pulse,470,488,493,491,493,495,497,493,489,493
space,398,374,377,378,377,375,379,378,375,376
pulse,491,493,493,492,493,493,491,492,494,493
space,377,376,377,377,377,377,375,386,375,376
pulse,490,493,493,493,494,493,494,484,493,493
space,379,376,377,381,386,377,378,376,377,383
pulse,491,494,494,485,484,488,492,493,499,492
space,378,376,376,377,374,351,377,377,375,374
pulse,491,493,493,491,493,517,492,493,488,492
space,381,375,375,378,377,376,377,377,375,375
pulse,486,493,503,492,494,493,491,495,494,494
space,377,376,368,376,377,376,382,375,377,376
pulse,492,500,493,492,493,494,486,494,494,492
space,1250,1245,1250,1251,1250,1249,1247,1249,1249,1250
pulse,492,492,494,492,493,493,493,493,494,494
space,377,375,375,388,377,360,376,377,376,374
pulse,493,494,493,483,493,509,493,493,493,495
space,377,375,376,377,375,377,377,377,376,377
pulse,493,493,494,491,494,494,493,493,493,493
space,376,377,376,377,377,376,377,377,376,376
pulse,501,494,494,492,493,494,493,494,493,494
space,1243,1249,1249,1251,1248,1248,1255,1249,1249,1250
pulse,492,495,494,492,493,495,489,497,493,494
space,1249,1249,1249,1250,1255,1250,1248,1247,1256,1255
pulse,470,491,493,492,490,493,492,493,488,487
space,399,377,377,379,377,376,377,375,374,376
pulse,469,494,494,491,495,494,493,495,495,494
space,399,376,380,378,373,376,377,376,375,376
pulse,492,494,491,491,494,493,493,493,494,494
space,378,382,376,376,375,377,377,354,376,376
pulse,493,490,494,494,494,493,492,517,493,494
space,376,377,377,377,376,377,375,376,378,375
pulse,491,493,495,492,494,493,493,493,493,495
space,1250,1248,1247,1255,1254,1252,1250,1250,1249,1250
pulse,492,494,494,489,490,490,492,493,498,494
space,378,376,376,378,375,380,377,377,372,376
pulse,475,494,494,497,494,491,493,493,493,494
space,1268,1249,1249,1247,1249,1247,1257,1249,1249,1247
pulse,493,494,494,491,493,493,487,493,493,495
space,1250,1249,1249,1250,1256,1248,1249,1259,1254,1254
pulse,492,493,494,492,493,494,492,488,497,496
space,378,381,380,378,374,375,381,377,372,374
pulse,470,489,489,492,492,493,490,494,493,494
space,399,376,376,377,376,378,377,375,375,375
pulse,469,493,496,492,496,493,494,495,493,493
space,404,375,379,378,376,375,375,373,376,374
pulse,466,500,492,492,492,494,495,492,494,495
space,398,377,376,379,376,375,376,381,375,377
pulse,471,493,494,493,498,494,493,486,494,489
space,399,375,375,377,369,377,376,376,382,381
pulse,493,494,493,491,492,493,493,493,485,487
space,378,375,376,382,376,381,378,377,377,375
pulse,492,493,495,492,493,498,493,494,493,494
space,377,377,372,378,375,371,376,375,375,376
pulse,470,497,499,490,495,493,493,493,494,494
space,408,370,346,377,377,377,378,375,377,376
pulse,469,498,516,492,494,493,493,493,493,494
space,397,368,377,378,377,377,380,377,375,376
pulse,470,493,494,491,494,491,497,493,494,493
space,1272,1249,1248,1256,1250,1261,1246,1256,1249,1250
pulse,492,494,494,482,504,477,494,488,503,498
space,1255,1249,1249,1250,1238,1247,1249,1247,1239,1246
pulse,485,493,494,491,493,493,492,495,491,493
space,1247,1258,1270,1249,1249,1250,1252,1249,1250,1249
pulse,493,485,479,492,493,493,486,493,493,493
space,1250,1247,1243,1252,1247,1249,1250,1250,1248,1249
pulse,492,494,492,501,495,503,491,493,494,493
space,1251,1249,1249,1242,1251,1240,1250,1249,1250,1248
pulse,498,492,493,492,492,492,493,493,494,493
space,1247,1250,1248,1250,1249,1249,1258,1250,1249,1248
pulse,466,494,495,492,492,493,485,500,493,493
space,399,377,375,380,376,377,376,370,374,377
pulse,493,494,494,491,499,494,493,492,495,493
space,1250,1249,1249,1249,1246,1248,1250,1250,1256,1255
pulse,492,493,494,492,492,493,492,494,488,489
space,377,376,376,378,375,377,378,353,374,376
pulse,493,495,504,491,493,493,492,516,493,494
space,377,374,366,378,377,376,378,377,377,375
pulse,493,498,494,492,492,493,493,493,493,493
space,377,373,376,377,377,376,377,375,377,376
pulse,492,493,494,492,493,493,492,493,493,493
space,377,376,377,378,376,377,375,377,375,376
pulse,493,494,493,492,493,493,493,493,492,493
space,378,376,375,384,377,381,377,377,378,376
pulse,492,493,494,486,494,489,493,493,493,493
space,378,377,376,377,377,377,377,377,375,377
pulse,492,494,494,492,492,493,493,493,494,496
space,384,376,376,378,376,376,377,378,376,373
pulse,487,494,494,492,493,494,493,493,494,494
space,377,377,376,377,378,376,380,377,376,376
pulse,493,493,493,492,493,494,490,493,494,494
space,377,376,376,378,376,376,378,387,375,376
pulse,493,493,494,492,493,493,493,490,493,493
space,377,377,376,378,390,377,375,373,381,376
pulse,492,493,492,492,488,494,494,493,492,502
space,377,375,376,378,374,377,354,376,380,371
pulse,492,494,494,491,491,493,516,493,490,494
space,378,377,381,378,377,378,377,377,375,376
pulse,493,493,488,497,493,498,493,493,494,492
space,377,376,380,375,374,370,376,376,375,377
pulse,493,494,498,491,493,495,492,492,494,493
space,377,384,373,378,378,376,378,380,375,376
pulse,492,491,494,491,491,493,494,486,494,494
space,377,376,376,378,377,376,376,376,377,380
pulse,493,492,494,492,494,493,499,493,497,486
space,377,375,375,378,372,377,371,354,369,377
pulse,497,494,493,500,493,500,492,521,492,493
space,372,375,376,374,376,375,376,372,375,375
pulse,469,493,498,491,493,490,493,492,494,493
space,399,376,369,378,377,377,376,376,376,380
pulse,475,499,493,492,494,494,494,492,493,490
space,1275,1240,1247,1249,1250,1248,1256,1250,1249,1250
pulse,489,492,494,494,492,493,491,501,494,493
space,1252,1248,1248,1251,1257,1252,1249,1241,1258,1259
pulse,491,493,494,484,487,488,492,492,484,486
space,376,376,376,377,375,375,376,377,377,374
pulse,474,493,494,489,492,493,493,493,493,494
space,393,376,376,379,377,376,380,376,375,375
pulse,491,494,504,492,493,493,485,494,494,493
space,377,376,366,378,377,375,376,377,375,376
pulse,471,502,493,492,493,493,494,492,493,495
space,400,369,375,379,377,376,353,376,376,374
pulse,469,493,494,491,493,493,515,493,494,494
space,399,376,377,379,377,376,377,375,376,377
pulse,492,493,494,501,494,493,492,495,494,493
space,377,377,375,368,377,386,353,376,376,375
pulse,470,493,494,492,492,485,517,494,493,494
space,400,376,376,378,375,376,377,353,377,376
pulse,492,493,494,492,493,494,492,517,493,494
space,386,377,376,379,377,376,377,377,375,375
pulse,462,493,494,492,494,493,493,493,494,494
space,398,375,376,378,376,378,384,377,376,376
pulse,492,493,494,491,493,493,484,494,493,493
space,377,377,376,376,375,376,378,381,376,376
pulse,469,493,494,493,494,493,493,489,494,494
space,1273,1249,1248,1252,1258,1249,1249,1249,1254,1252
pulse,470,493,493,491,487,493,492,494,490,490
space,1272,1250,1253,1253,1249,1250,1250,1250,1249,1248
pulse,472,497,490,491,492,493,493,493,493,493
space,397,372,376,377,376,377,378,375,377,377
pulse,470,492,494,491,493,493,493,493,493,493
space,398,376,374,377,376,377,377,377,377,375
pulse,471,496,494,492,493,493,493,493,493,494
space,399,374,377,382,377,376,377,378,377,376
pulse,492,493,493,489,492,497,492,493,493,493
space,377,378,376,377,377,374,377,376,376,376
pulse,470,493,493,490,493,493,492,492,495,494
space,399,376,376,380,377,377,376,377,374,376
pulse,475,494,494,491,493,493,493,493,494,494
space,396,376,376,377,378,377,378,375,376,377
pulse,492,493,494,492,493,492,496,493,493,493
space,377,377,375,378,376,377,374,377,376,376
pulse,471,494,494,492,493,493,492,498,494,493
space,399,376,377,378,376,377,377,379,377,376
pulse,470,493,496,492,497,494,492,491,493,523
space,401,378,374,376,380,376,377,376,382,353
pulse,470,493,493,492,490,493,492,495,494,493
space,399,376,376,378,378,376,377,376,374,374
pulse,470,494,493,492,491,494,492,492,493,494
space,399,376,376,377,376,377,377,377,377,374
pulse,470,493,501,491,492,493,493,493,493,493
space,400,377,374,384,378,382,378,377,377,376
pulse,470,501,492,486,492,487,494,494,492,495
space,399,374,377,376,375,376,376,379,376,374
pulse,470,491,492,493,495,494,493,486,493,495
space,401,376,375,377,379,376,377,375,377,379
pulse,470,496,494,495,484,497,493,494,497,486
space,399,375,374,381,376,380,382,378,368,377
pulse,469,494,494,490,492,493,489,492,492,494
space,405,374,377,378,377,374,376,382,376,376
pulse,465,494,496,490,492,494,493,488,494,494
space,407,374,370,378,376,375,377,377,376,376
pulse,493,497,493,491,493,492,495,493,494,498
space,373,370,376,378,377,377,380,376,377,371
pulse,470,492,494,490,493,493,493,493,493,496
space,400,375,377,378,377,377,376,388,376,373
pulse,492,493,493,491,493,492,493,484,494,493
space,376,376,375,385,388,379,375,375,375,378
pulse,470,494,494,484,484,486,493,494,503,502
space,399,378,377,376,374,376,378,376,368,368
pulse,492,493,493,491,492,493,492,494,494,493
space,378,375,376,377,377,376,376,377,376,376
pulse,496,493,494,493,493,493,494,493,493,494
space,370,376,380,377,377,377,397,377,377,377
pulse,469,503,491,492,493,493,469,493,493,493
space,399,369,377,378,377,375,377,375,377,377
pulse,492,492,493,492,493,494,492,493,493,494
space,1251,1249,1249,1258,1250,1250,1249,1250,1250,1248
pulse,492,493,493,485,493,503,493,492,494,493
space,377,376,375,377,377,368,376,376,376,378
pulse,492,492,493,492,493,493,492,493,494,494
space,377,377,377,379,377,377,378,378,377,378
pulse,503,494,494,492,493,493,492,492,493,492
space,369,378,375,376,379,376,376,377,376,376
pulse,470,493,495,492,493,493,501,493,493,493
space,399,376,376,378,377,376,370,376,377,377
pulse,492,492,494,492,493,494,492,497,493,495
space,377,377,376,378,375,376,378,374,377,374
pulse,470,492,494,492,498,494,492,492,493,499
space,399,377,377,378,373,378,376,376,381,372
pulse,492,493,493,492,491,493,494,494,490,493
space,377,377,376,377,377,375,376,377,375,376
pulse,492,492,493,493,492,493,490,492,492,494
space,378,377,377,378,376,376,380,376,377,376
pulse,493,494,500,492,492,492,493,493,494,493
space,377,381,369,377,377,377,377,377,376,375
pulse,491,489,493,491,493,493,492,493,493,493
space,1249,1248,1249,1252,1250,1250,1249,1249,1251,1250
pulse,492,526,552,529,524,554,525,525,524,550
space,1249,1214,1192,1213,1217,1188,1217,1217,1218,1195
pulse,495,494,493,491,492,492,493,493,493,492
space,380,377,377,378,377,377,377,378,376,376
pulse,489,491,493,491,492,493,494,493,493,493
space,376,378,377,378,377,375,382,376,377,377
pulse,492,494,493,491,494,494,488,493,492,494
space,377,376,377,378,376,376,375,380,376,377
pulse,493,493,493,492,493,493,493,496,493,494
space,378,377,377,378,380,376,378,374,377,379
pulse,492,492,493,492,497,493,493,492,502,498
space,377,374,376,378,373,377,377,378,374,373
pulse,492,495,493,491,495,493,493,492,491,493
space,376,377,381,378,376,377,376,375,375,376
pulse,493,493,491,492,493,493,493,493,492,492
space,1250,1257,1257,1251,1250,1254,1250,1252,1250,1249
pulse,470,492,489,498,490,489,495,497,493,492
space,1273,1246,1251,1251,1255,1265,1247,1241,1252,1252
pulse,470,493,491,494,484,484,494,492,485,486
space,400,375,377,376,376,376,376,375,377,376
pulse,470,491,503,492,492,492,492,494,492,492
space,1280,1254,1239,1249,1250,1248,1275,1250,1250,1250
pulse,469,484,490,492,493,492,475,493,494,493
space,1274,1249,1249,1254,1251,1250,1246,1259,1248,1249
pulse,467,492,493,484,502,489,494,489,551,500
space,398,376,376,377,367,376,375,373,324,371
pulse,470,493,493,492,492,493,493,492,492,497
space,398,375,377,378,376,377,375,377,379,373
pulse,475,495,493,492,494,492,491,492,491,492
timeout,125306,131176,130472,133299,127983,133420,126029,127121,128296,128173
